Categoria,Ciudad,Pais/Región,Nombre del Cliente,Proveedor,Fecha de Orden,ID Orden,Codigo Postal,Nombre de Producto,Region,Segmento,Fecha de Envio,Modo de Envio,Estado/Provincia,Sub-Categoria,Descuento,Ganancia,Cantidad,Ventas
Tecnología,Houston,United States,Stuart Van,Other,21/09/2020,US-2020-126697,77041,ShoreTel ShorePhone IP 230 VoIP phone,Central,Corporativo,24/09/2020,First Class,Texas,Telefonos,0.2,118.293,7,946.344
Muebles,Arlington,United States,Michael Grace,Westinghouse,22/09/2020,US-2020-134992,22204,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Sur,Home Office,26/09/2020,Second Class,Virginia,Muebleria,0,11.0354,2,47.98
Muebles,Oceanside,United States,Daniel Lacy,Luxo,22/09/2020,US-2020-112571,92054,Luxo Professional Combination Clamp-On Lamps,Oeste,Consumidor,22/09/2020,Mismo Dia,California,Muebleria,0,53.196,2,204.6
Suministros de Oficina,Los Angeles,United States,Muhammed MacIntyre,Kensington,22/09/2020,US-2020-168760,90049,Kensington 6 Outlet Guardian Standard Surge Protector,Oeste,Corporativo,26/09/2020,Second Class,California,Linea Blanca,0,16.5888,3,61.44
Suministros de Oficina,Franklin,United States,Sanjit Jacobs,Newell,22/09/2020,US-2020-102260,37064,Newell 310,Sur,Home Office,26/09/2020,Standard Class,Tennessee,Arte,0.2,0.3168,2,2.816
Suministros de Oficina,Franklin,United States,Sanjit Jacobs,Pressboard,22/09/2020,US-2020-102260,37064,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Sur,Home Office,26/09/2020,Standard Class,Tennessee,Portafolio,0.7,-2.5632,2,3.204
Suministros de Oficina,Franklin,United States,Sanjit Jacobs,Avery,22/09/2020,US-2020-102260,37064,Avery 510,Sur,Home Office,26/09/2020,Standard Class,Tennessee,Etiquetas,0.2,4.2,4,12
Suministros de Oficina,Arlington,United States,Michael Grace,Xerox,22/09/2020,US-2020-134992,22204,Xerox 214,Sur,Home Office,26/09/2020,Second Class,Virginia,Papel,0,15.552,5,32.4
Suministros de Oficina,Franklin,United States,Sanjit Jacobs,SAFCO,22/09/2020,US-2020-102260,37064,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Sur,Home Office,26/09/2020,Standard Class,Tennessee,Almacenamiento,0.2,-4.767,1,25.424
Suministros de Oficina,Franklin,United States,Sanjit Jacobs,Tennsco,22/09/2020,US-2020-102260,37064,Tennsco Double-Tier Lockers,Sur,Home Office,26/09/2020,Standard Class,Tennessee,Almacenamiento,0.2,-63.0056,4,720.064
Suministros de Oficina,Philadelphia,United States,Frank Olsen,Acme,22/09/2020,US-2020-115343,19143,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Este,Consumidor,25/09/2020,First Class,Pennsylvania,Papeleria,0.2,6.255,5,55.6
Tecnología,Philadelphia,United States,Frank Olsen,Logitech,22/09/2020,US-2020-115343,19143,Logitech P710e Mobile Speakerphone,Este,Consumidor,25/09/2020,First Class,Pennsylvania,Accesorios,0.2,-7.7247,3,617.976
Muebles,Dubuque,United States,Deanra Eno,Hon,24/09/2020,US-2020-153381,52001,Hon Olson Stacker Stools,Central,Home Office,28/09/2020,Standard Class,Iowa,Sillas,0,394.268,10,1408.1
Muebles,Lafayette,United States,Marc Crier,Other,24/09/2020,US-2020-143119,70506,Harbour Creations Steel Folding Chair,Sur,Consumidor,30/09/2020,Standard Class,Louisiana,Sillas,0,155.25,6,517.5
Muebles,Los Angeles,United States,Shaun Chance,DAX,24/09/2020,US-2020-103835,90032,"DAX Value U-Channel Document Frames, Easel Back",Oeste,Corporativo,28/09/2020,Standard Class,California,Muebleria,0,4.6221,3,14.91
Suministros de Oficina,Los Angeles,United States,Shaun Chance,Hoover,24/09/2020,US-2020-103835,90032,Hoover Upright Vacuum With Dirt Cup,Oeste,Corporativo,28/09/2020,Standard Class,California,Linea Blanca,0,335.8548,4,1158.12
Suministros de Oficina,Philadelphia,United States,Odella Nelson,Newell,24/09/2020,US-2020-161466,19120,Newell 320,Este,Corporativo,27/09/2020,Second Class,Pennsylvania,Arte,0.2,0.5992,2,6.848
Suministros de Oficina,Avondale,United States,Kunst Miller,Newell,24/09/2020,US-2020-106873,85323,Newell 317,Oeste,Consumidor,29/09/2020,Second Class,Arizona,Arte,0.2,1.8522,7,16.464
Suministros de Oficina,Avondale,United States,Kunst Miller,Dixon,24/09/2020,US-2020-106873,85323,Dixon Ticonderoga Core-Lock Colored Pencils,Oeste,Consumidor,29/09/2020,Second Class,Arizona,Arte,0.2,2.3686,2,14.576
Suministros de Oficina,Columbus,United States,Maria Bertelson,Newell,24/09/2020,US-2020-113131,43229,Newell 347,Este,Consumidor,24/09/2020,Mismo Dia,Ohio,Arte,0.2,1.926,5,17.12
Suministros de Oficina,Seattle,United States,Max Engle,Boston,24/09/2020,US-2020-161830,98105,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Oeste,Consumidor,26/09/2020,Second Class,Washington,Arte,0,10.4284,2,35.96
Suministros de Oficina,Seattle,United States,Max Engle,Avery,24/09/2020,US-2020-161830,98105,Avery Hole Reinforcements,Oeste,Consumidor,26/09/2020,Second Class,Washington,Portafolio,0.2,5.4201,3,14.952
Suministros de Oficina,Dubuque,United States,Deanra Eno,Acco,24/09/2020,US-2020-153381,52001,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Central,Home Office,28/09/2020,Standard Class,Iowa,Portafolio,0,6.858,4,15.24
Suministros de Oficina,Columbus,United States,Maria Bertelson,ACCOHIDE,24/09/2020,US-2020-113131,43229,Accohide Poly Flexible Ring Binders,Este,Consumidor,24/09/2020,Mismo Dia,Ohio,Portafolio,0.7,-4.488,6,6.732
Suministros de Oficina,New York City,United States,Jamie Frazer,Other,24/09/2020,US-2020-105508,10035,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Este,Consumidor,29/09/2020,Standard Class,New York,Sobres,0,17.991,1,39.98
Suministros de Oficina,Columbus,United States,Maria Bertelson,Other,24/09/2020,US-2020-113131,43229,#6 3/4 Gummed Flap White Envelopes,Este,Consumidor,24/09/2020,Mismo Dia,Ohio,Sobres,0.2,5.544,2,15.84
Suministros de Oficina,Columbus,United States,Maria Bertelson,Avery,24/09/2020,US-2020-113131,43229,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Este,Consumidor,24/09/2020,Mismo Dia,Ohio,Etiquetas,0.2,7.9378,1,24.424
Suministros de Oficina,Columbus,United States,Maria Bertelson,Tennsco,24/09/2020,US-2020-113131,43229,"Tennsco Lockers, Sand",Este,Consumidor,24/09/2020,Mismo Dia,Ohio,Almacenamiento,0.2,1.6784,2,33.568
Tecnología,Avondale,United States,Kunst Miller,HP,24/09/2020,US-2020-106873,85323,HP Standard 104 key PS/2 Keyboard,Oeste,Consumidor,29/09/2020,Second Class,Arizona,Accesorios,0.2,1.45,2,23.2
Tecnología,Tucson,United States,Carlos Meador,Samsung,24/09/2020,US-2020-147816,85705,Samsung HM1900 Bluetooth Headset,Oeste,Consumidor,26/09/2020,Second Class,Arizona,Telefonos,0.2,13.17,2,35.12
Tecnología,Broken Arrow,United States,Steve Carroll,AT&T,24/09/2020,US-2020-164308,74012,AT&T 1080 Phone,Central,Home Office,27/09/2020,First Class,Oklahoma,Telefonos,0,213.7044,6,821.94
Muebles,Freeport,United States,Carlos Soltero,Hon,25/09/2020,US-2020-151869,11520,Hon Comfortask Task/Swivel Chairs,Este,Consumidor,25/09/2020,Mismo Dia,New York,Sillas,0.1,6.8388,1,102.582
Muebles,Seattle,United States,Sally Hughsby,Global,25/09/2020,US-2020-149083,98103,Global Super Steno Chair,Oeste,Corporativo,30/09/2020,Standard Class,Washington,Sillas,0.2,-11.5176,4,307.136
Muebles,Orem,United States,Emily Burns,Bretford,25/09/2020,US-2020-106320,84057,Bretford CR4500 Series Slim Rectangular Table,Oeste,Consumidor,30/09/2020,Standard Class,Utah,Mesas,0,240.2649,3,1044.63
Suministros de Oficina,Rockford,United States,Dana Kaydos,Boston,25/09/2020,US-2020-139738,61107,Boston KS Multi-Size Manual Pencil Sharpener,Central,Consumidor,29/09/2020,Standard Class,Illinois,Arte,0.2,12.8744,7,128.744
Suministros de Oficina,Meriden,United States,Erica Hackney,Other,25/09/2020,US-2020-156510,6450,Turquoise Lead Holder with Pocket Clip,Este,Consumidor,29/09/2020,Standard Class,Connecticut,Arte,0,2.211,1,6.7
Suministros de Oficina,Meriden,United States,Erica Hackney,Acco,25/09/2020,US-2020-156510,6450,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Este,Consumidor,29/09/2020,Standard Class,Connecticut,Portafolio,0,5.1648,2,10.76
Suministros de Oficina,Murfreesboro,United States,Marina Lichtenstein,Wilson Jones,25/09/2020,US-2020-120845,37130,"Wilson Jones 1"" Hanging DublLock Ring Binders",Sur,Corporativo,02/10/2020,Standard Class,Tennessee,Portafolio,0.7,-4.6464,4,6.336
Suministros de Oficina,Murfreesboro,United States,Marina Lichtenstein,Wilson Jones,25/09/2020,US-2020-120845,37130,Wilson Jones Custom Binder Spines & Labels,Sur,Corporativo,02/10/2020,Standard Class,Tennessee,Portafolio,0.7,-2.2848,2,3.264
Suministros de Oficina,Concord,United States,Sarah Brown,GBC,25/09/2020,US-2020-159779,3301,GBC Prestige Therm-A-Bind Covers,Este,Consumidor,29/09/2020,Standard Class,New Hampshire,Portafolio,0,32.2514,2,68.62
Suministros de Oficina,Bayonne,United States,Phillina Ober,Other,25/09/2020,US-2020-156335,7002,Tuff Stuff Recycled Round Ring Binders,Este,Home Office,28/09/2020,Second Class,New Jersey,Portafolio,0,7.0854,3,14.46
Suministros de Oficina,Philadelphia,United States,Bryan Mills,Acco,25/09/2020,US-2020-160787,19143,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Este,Consumidor,25/09/2020,Mismo Dia,Pennsylvania,Portafolio,0.7,-2.0622,2,2.946
Suministros de Oficina,Murfreesboro,United States,Marina Lichtenstein,Wilson Jones,25/09/2020,US-2020-120845,37130,Wilson Jones data.warehouse D-Ring Binders with DublLock,Sur,Corporativo,02/10/2020,Standard Class,Tennessee,Portafolio,0.7,-1.8106,1,2.469
Suministros de Oficina,Los Angeles,United States,Anne McFarland,Other,25/09/2020,US-2020-100573,90004,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Oeste,Consumidor,01/10/2020,Standard Class,California,Sobres,0,8.2156,2,17.48
Suministros de Oficina,Seattle,United States,Sally Hughsby,Other,25/09/2020,US-2020-149083,98103,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Oeste,Corporativo,30/09/2020,Standard Class,Washington,Etiquetas,0,5.796,2,12.6
Suministros de Oficina,Meriden,United States,Erica Hackney,Xerox,25/09/2020,US-2020-156510,6450,"Xerox Color Copier Paper, 11"" x 17"", Ream",Este,Consumidor,29/09/2020,Standard Class,Connecticut,Papel,0,21.0128,2,45.68
Suministros de Oficina,Freeport,United States,Carlos Soltero,Xerox,25/09/2020,US-2020-151869,11520,Xerox 1923,Este,Consumidor,25/09/2020,Mismo Dia,New York,Papel,0,9.6192,3,20.04
Suministros de Oficina,Murfreesboro,United States,Marina Lichtenstein,Advantus,25/09/2020,US-2020-120845,37130,Advantus Motivational Note Cards,Sur,Corporativo,02/10/2020,Standard Class,Tennessee,Papel,0.2,3.799,1,10.48
Tecnología,Bayonne,United States,Phillina Ober,Memorex,25/09/2020,US-2020-156335,7002,Memorex Micro Travel Drive 16 GB,Este,Home Office,28/09/2020,Second Class,New Jersey,Accesorios,0,19.8276,4,63.96
Tecnología,Seattle,United States,Sally Hughsby,Logitech,25/09/2020,US-2020-149083,98103,Logitech G602 Wireless Gaming Mouse,Oeste,Corporativo,30/09/2020,Standard Class,Washington,Accesorios,0,57.5928,2,159.98
Tecnología,New York City,United States,Dan Reichenbach,Razer,25/09/2020,US-2020-103933,10011,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Este,Corporativo,27/09/2020,First Class,New York,Accesorios,0,395.9604,9,899.91
Tecnología,Bayonne,United States,Phillina Ober,Other,25/09/2020,US-2020-156335,7002,netTALK DUO VoIP Telephone Service,Este,Home Office,28/09/2020,Second Class,New Jersey,Telefonos,0,52.49,2,104.98
Suministros de Oficina,Mesa,United States,Rick Wilson,3M,26/09/2020,US-2020-124800,85204,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Linea Blanca,0.2,14.4096,2,60.672
Suministros de Oficina,Oceanside,United States,Gene McClure,GBC,26/09/2020,US-2020-127173,11572,GBC Imprintable Covers,Este,Consumidor,03/10/2020,Standard Class,New York,Portafolio,0.2,28.6578,9,79.056
Suministros de Oficina,Mesa,United States,Rick Wilson,GBC,26/09/2020,US-2020-124800,85204,GBC VeloBinder Electric Binding Machine,Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Portafolio,0.7,-48.392,2,72.588
Suministros de Oficina,Mesa,United States,Rick Wilson,Other,26/09/2020,US-2020-124800,85204,Lock-Up Easel 'Spel-Binder',Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Portafolio,0.7,-59.0571,9,77.031
Suministros de Oficina,Philadelphia,United States,Sarah Foster,Other,26/09/2020,US-2020-120341,19143,Catalog Binders with Expanding Posts,Este,Consumidor,29/09/2020,Second Class,Pennsylvania,Portafolio,0.7,-100.92,6,121.104
Suministros de Oficina,Houston,United States,Steven Cartwright,Other,26/09/2020,US-2020-161991,77070,Round Ring Binders,Central,Consumidor,28/09/2020,Second Class,Texas,Portafolio,0.8,-3.432,5,2.08
Suministros de Oficina,San Diego,United States,Bryan Spruell,Other,26/09/2020,US-2020-122371,92037,Cameo Buff Policy Envelopes,Oeste,Home Office,01/10/2020,Standard Class,California,Sobres,0,58.4962,2,124.46
Suministros de Oficina,Oceanside,United States,Gene McClure,Other,26/09/2020,US-2020-127173,11572,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Este,Consumidor,03/10/2020,Standard Class,New York,Ajustadores,0,16.1868,3,34.44
Suministros de Oficina,Portland,United States,Tracy Blumstein,Easy-staple paper,26/09/2020,US-2020-130883,97206,Easy-staple paper,Oeste,Consumidor,02/10/2020,Standard Class,Oregon,Papel,0.2,47.844,5,141.76
Suministros de Oficina,Mesa,United States,Rick Wilson,Other,26/09/2020,US-2020-124800,85204,Petty Cash Envelope,Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Papel,0.2,31.2736,4,86.272
Suministros de Oficina,Portland,United States,Tracy Blumstein,Xerox,26/09/2020,US-2020-130883,97206,Xerox 216,Oeste,Consumidor,02/10/2020,Standard Class,Oregon,Papel,0.2,10.8864,6,31.104
Suministros de Oficina,Mesa,United States,Rick Wilson,Other,26/09/2020,US-2020-124800,85204,2300 Heavy-Duty Transfer File Systems by Perma,Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Almacenamiento,0.2,-1.4988,6,119.904
Suministros de Oficina,San Diego,United States,Bryan Spruell,Other,26/09/2020,US-2020-122371,92037,"Sortfiler Multipurpose Personal File Organizer, Black",Oeste,Home Office,01/10/2020,Standard Class,California,Almacenamiento,0,18.6093,3,64.17
Suministros de Oficina,Mesa,United States,Rick Wilson,SAFCO,26/09/2020,US-2020-124800,85204,SAFCO Boltless Steel Shelving,Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Almacenamiento,0.2,-86.3664,4,363.648
Tecnología,New York City,United States,Philip Fox,Other,26/09/2020,US-2020-111458,10035,Dell Slim USB Multimedia Keyboard,Este,Consumidor,30/09/2020,Standard Class,New York,Accesorios,0,12,2,50
Tecnología,Portland,United States,Tracy Blumstein,Microsoft,26/09/2020,US-2020-130883,97206,Microsoft Arc Touch Mouse,Oeste,Consumidor,02/10/2020,Standard Class,Oregon,Accesorios,0.2,47.96,5,239.8
Tecnología,Oceanside,United States,Gene McClure,Ativa,26/09/2020,US-2020-127173,11572,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Este,Consumidor,03/10/2020,Standard Class,New York,Maquinas,0,296.0671,7,629.93
Tecnología,Mesa,United States,Rick Wilson,Samsung,26/09/2020,US-2020-124800,85204,Samsung Rugby III,Oeste,Corporativo,30/09/2020,Standard Class,Arizona,Telefonos,0.2,23.0965,5,263.96
Tecnología,Houston,United States,Steven Cartwright,Other,26/09/2020,US-2020-161991,77070,Bose SoundLink Bluetooth Speaker,Central,Consumidor,28/09/2020,Second Class,Texas,Telefonos,0.2,376.11,7,1114.4
Tecnología,Philadelphia,United States,Sarah Foster,Grandstream,26/09/2020,US-2020-120341,19143,Grandstream GXP2100 Mainstream Business Phone,Este,Consumidor,29/09/2020,Second Class,Pennsylvania,Telefonos,0.4,-9.1788,1,45.894
Muebles,Chicago,United States,Neoma Murray,DAX,27/09/2020,US-2020-100531,60610,"DAX Metal Frame, Desktop, Stepped-Edge",Central,Consumidor,29/09/2020,First Class,Illinois,Muebleria,0.6,-12.7512,3,24.288
Suministros de Oficina,Detroit,United States,Helen Wasserman,Newell,27/09/2020,US-2020-103072,48205,Newell 321,Central,Corporativo,30/09/2020,Second Class,Michigan,Arte,0,4.756,5,16.4
Suministros de Oficina,Seattle,United States,Saphhira Shifley,Newell,27/09/2020,US-2020-143616,98103,Newell 334,Oeste,Corporativo,29/09/2020,Second Class,Washington,Arte,0,25.792,5,99.2
Suministros de Oficina,Chicago,United States,Neoma Murray,Other,27/09/2020,US-2020-100531,60610,Vinyl Sectional Post Binders,Central,Consumidor,29/09/2020,First Class,Illinois,Portafolio,0.8,-22.62,2,15.08
Suministros de Oficina,Arlington,United States,Jamie Kunitz,Xerox,27/09/2020,US-2020-125976,22204,Xerox 1988,Sur,Consumidor,02/10/2020,Standard Class,Virginia,Papel,0,69.705,5,154.9
Suministros de Oficina,San Francisco,United States,Rick Huthwaite,Xerox,27/09/2020,US-2020-167255,94110,Xerox 1916,Oeste,Home Office,29/09/2020,Second Class,California,Papel,0,73.41,3,146.82
Suministros de Oficina,Detroit,United States,Helen Wasserman,Xerox,27/09/2020,US-2020-103072,48205,Xerox 1996,Central,Corporativo,30/09/2020,Second Class,Michigan,Papel,0,12.4416,4,25.92
Suministros de Oficina,San Francisco,United States,Rick Huthwaite,Xerox,27/09/2020,US-2020-167255,94110,Xerox 226,Oeste,Home Office,29/09/2020,Second Class,California,Papel,0,6.2208,2,12.96
Suministros de Oficina,San Francisco,United States,Rick Huthwaite,Other,27/09/2020,US-2020-167255,94110,"Personal Filing Tote with Lid, Black/Gray",Oeste,Home Office,29/09/2020,Second Class,California,Almacenamiento,0,4.3428,1,15.51
Tecnología,Arlington,United States,Jamie Kunitz,Cisco,27/09/2020,US-2020-125976,22204,Cisco SPA301,Sur,Consumidor,02/10/2020,Standard Class,Virginia,Telefonos,0,561.564,12,1871.88
Suministros de Oficina,San Francisco,United States,Henry Goldwyn,Holmes,28/09/2020,US-2020-169201,94110,Holmes Odor Grabber,Oeste,Corporativo,01/10/2020,First Class,California,Linea Blanca,0,14.2758,3,43.26
Suministros de Oficina,San Francisco,United States,Henry Goldwyn,Holmes,28/09/2020,US-2020-169201,94110,Holmes HEPA Air Purifier,Oeste,Corporativo,01/10/2020,First Class,California,Linea Blanca,0,15.246,2,43.56
Suministros de Oficina,Los Angeles,United States,Roy Phan,Acco,28/09/2020,US-2020-129546,90032,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Oeste,Corporativo,05/10/2020,Standard Class,California,Linea Blanca,0,55.845,3,186.15
Suministros de Oficina,New York City,United States,Jennifer Jackson,Fellowes,28/09/2020,US-2020-120915,10035,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Este,Consumidor,03/10/2020,Second Class,New York,Linea Blanca,0,76.3152,6,293.52
Suministros de Oficina,Aurora,United States,Zuschuss Carroll,Wilson Jones,28/09/2020,US-2020-106978,80013,Wilson Jones Easy Flow II Sheet Lifters,Oeste,Consumidor,04/10/2020,Standard Class,Colorado,Portafolio,0.7,-0.792,2,1.08
Suministros de Oficina,Los Angeles,United States,Roy Phan,GBC,28/09/2020,US-2020-129546,90032,GBC Recycled VeloBinder Covers,Oeste,Corporativo,05/10/2020,Standard Class,California,Portafolio,0.2,26.5824,6,81.792
Suministros de Oficina,Aurora,United States,Zuschuss Carroll,Other,28/09/2020,US-2020-106978,80013,"#10 White Business Envelopes,4 1/8 x 9 1/2",Oeste,Consumidor,04/10/2020,Standard Class,Colorado,Sobres,0.2,4.2309,1,12.536
